"CA Owner","Salesforce Record ID","Certificate Name","Parent Salesforce Record ID","Parent Certificate Name","Certificate Record Type","Revocation Status","SHA-256 Fingerprint","Parent SHA-256 Fingerprint","Audits Same as Parent?","Auditor","Standard Audit URL","Standard Audit Type","Standard Audit Statement Date","Standard Audit Period Start Date","Standard Audit Period End Date","BR Audit URL","BR Audit Type","BR Audit Statement Date","BR Audit Period Start Date","BR Audit Period End Date","EV SSL Audit URL","EV SSL Audit Type","EV SSL Audit Statement Date","EV SSL Audit Period Start Date","EV SSL Audit Period End Date","EV Code Signing Audit URL","EV Code Signing Audit Type","EV Code Signing Audit Statement Date","EV Code Signing Audit Period Start Date","EV Code Signing Audit Period End Date","CP/CPS Same as Parent?","Certificate Policy (CP) URL","Certificate Practice Statement (CPS) URL","CP/CPS Last Updated Date","Test Website URL - Valid","Test Website URL - Expired","Test Website URL - Revoked","Technically Constrained","Mozilla Status","Microsoft Status" 
"DigiCert","0011J00001BuK2GQAV","AlwaysOnSSL ECC CA G1","0011J00001BtNaFQAV","DigiCert Transition ECC Root","Intermediate Certificate","Not Revoked","8D7373F38E63D830C0CEAA2C33330F21A2C77408EE3CFBC595C0D2F3D32F4224","DB98194E55B936D26E6CB3F460A262EB6CA66337E7BFF17A0BFC083251F63626","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001BuKB3QAN","AlwaysOnSSL RSA CA G1","0011J00001BtNYxQAN","DigiCert Transition RSA Root","Intermediate Certificate","Not Revoked","706ECB21B096F6FFCCDC9EBE5AA1B776F64DB8FAE7F0A5C032C71041E502B98F","0D88900DBB68C6CA5471F653FCACD407EBD7B1519046F9E0B8CED3C274FD11A1","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001Bstr8QAB","AlwaysOnSSL TLS ECC CA G1","001o000000HshEYAAZ","DigiCert Global Root G3","Intermediate Certificate","Not Revoked","BD193C475E4E67938BEF34122B98B558A2882E7ED94369A6CB011320EF15623C","31AD6648F8104138C738F39EA4320133393E3A18CC02296EF97C2AC9EF6731D0","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001Bst0iQAB","AlwaysOnSSL TLS RSA CA G1","001o000000HshEXAAZ","DigiCert Global Root G2","Intermediate Certificate","Not Revoked","2A41BA819EB6125AF5CB4B8B0E9E954ECE798C2A7EE43DCDAF7D395987C4D552","CB3CCBB76031E5E0138F8DD39A23F9DE47FFC35E43C1144CEA27D46A5AB1CB5F","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001B93ERQAZ","AlwaysOnSSL Web PKI RSA DV CA - G1","0011J00001B8jRcQAJ","Symantec Web PKI RSA Root - G1","Intermediate Certificate","Revoked","479A91F69368BEC9B4D8A692EFD938D1E948C733302EE0B9C49006F362F66588","C49AA6D4F35A833B8B0E1E2997CF5AC28C934FBAD3CFEBEF5C45FB0ADAB10135","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001B93CzQAJ","AlwaysOnSSL Web PKI RSA DV CA - G1","0011J00001B8jRcQAJ","Symantec Web PKI RSA Root - G1","Intermediate Certificate","Revoked","09BA1A34CA166CC2346601F13C345BB3289C54B2232DE7571199EA0FE050CD67","C49AA6D4F35A833B8B0E1E2997CF5AC28C934FBAD3CFEBEF5C45FB0ADAB10135","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0PGQA1","Anglo American CA","0011J00001DZ0LZQA1","BT Class 2 CA - G2","Intermediate Certificate","Not Revoked","33D70BE16B45DA8F09FF2214D5DD062AB46C30DECB86CA7F273DD5850B325942","A0BD4E39E6FE415F8B1ABA4773C3EA60905ED61F8EA27875CC03E9A94D441CB6","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0PvQAL","Anglo American CA","0011J00001FudH8QAJ","BT Class 2 CA - G3","Intermediate Certificate","Not Revoked","FA2A396B3259C8F92D72BF7F26B2736429D702E7429BA7452991BC0833E19DFC","AA257A6CE4A1EB7F6A508B5037D81DE2782C8D8AEA0127DE1E31150218BEDA75","false","LSTI","https://bug1454036.bmoattachments.org/attachment.cgi?id=9096781","ETSI EN 319 411","2019.08.25","2018.06.28","2019.06.21","","","","","","","","","","","","","","","","false","https://www.trustwise.com/repository/PDF/stn-cp2120.pdf","https://www.trustwise.com/repository/PDF/stn-cp2120.pdf","2019.02.25","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001HmGSTQA3","Anglo American CA","0011J00001DZ0LaQAL","BT Class 2 CA - G3","Intermediate Certificate","Not Revoked","693FB9067E62E07DF35507098F28A582571D7818412E5A9D67B4316CE81D5440","4FD95AFC505C1CCB5ADA4BA00B049456FC8F7BFB73AD0C1A9B61F2F8E8EE4279","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0PzQAL","Anglo American CA G3","0011J00001FudH8QAJ","BT Class 2 CA - G3","Intermediate Certificate","Revoked","9D18E27135C82EABF6D1ACD18DCCDBC71D7AFA803E6EA4BABA909C5EAE9942CC","AA257A6CE4A1EB7F6A508B5037D81DE2782C8D8AEA0127DE1E31150218BEDA75","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0DpQAL","AO USC ROOT CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","1C6AECF103311BDCE06B4BC175292627D3D45E9B729ED5D62930A3A932B35A15","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0DtQAL","AO USC ROOT CA","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","70FC4F59FA70CBB6A24B2B6444E0D09733B1C4A9F28A6B206C110579055E1FD2","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4Sf8AAE","APD MEAS Medium HW CA","001o000000pnWR9AAM","VeriSign Class 3 SSP Intermediate CA - G2","Intermediate Certificate","Parent Cert Revoked","F637F3FD0443E9C29C29A0028A75CA4AFF719BC6A879F6D9E02B9901448357C3","55DBB3CF4794566B479F13B32D2399FDB622F45A4C2C4AB1739E74B9ECC9BEBC","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0D0QAL","APMM Certificate Authority","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","0CB82687CD03AD535A4276924064799A49E43D39A897CC86216C4FD52347B937","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0D1QAL","APMM Certificate Authority","001o000000HshGSAAZ","VeriSign Class 2 Public Primary Certification Authority - G3","Intermediate Certificate","Not Revoked","DC6E4F6022E9FCC946BC7D36EEC384666B644C087196399E5A2DA96FF1159045","92A9D9833FE1944DB366E8BFAE7A95B6480C2D6C6C2A1BE65D4236B608FCA1BB","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001KtSgpQAF","Apple IST CA 2 - G1","001o000000HshE3AAJ","Baltimore CyberTrust Root","Intermediate Certificate","Not Revoked","C9B06CC083186220618E61A8772640F824DF69D561AD56BDC15AD56D0CE08608","16AF57A9F676B0AB126095AA5EBADEF22AB31119D644AC95CD4B93DBF3F26AEB","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4ScGAAU","Apple IST CA 2 - G1","001o000000HshEtAAJ","GeoTrust Global CA","Intermediate Certificate","Not Revoked","AC2B922ECFD5E01711772FEA8ED372DE9D1E2245FCE3F57A9CDBEC77296A424B","FF856A2D251DCD88D36656F450126798CFABAADE40799C722DE4D2B5DB36A73A","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4SciAAE","Apple IST CA 3 - G1","001o000000HshExAAJ","GeoTrust Primary Certification Authority - G3","Intermediate Certificate","Revoked","6DE90978910422A89E26F2DF85971430C3F44CD1785DAD94308F7CA4B6FBE521","B478B812250DF878635C2AA7EC7D155EAA625EE82916E2CD294361886CD1FBD4","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4ScIAAU","Apple IST CA 4 - G1","001o000000HshEwAAJ","GeoTrust Primary Certification Authority - G2","Intermediate Certificate","Revoked","6115F06A338A649E61585210E76F2ECE3989BCA65A62B066040CD7C5F408EDD0","5EDB7AC43B82A06A8761E8D7BE4979EBF2611F7DD79BF91C1C6B566A219ED766","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4ScnAAE","Apple IST CA 5 - G1","001o000000HshEtAAJ","GeoTrust Global CA","Intermediate Certificate","Revoked","3DB76D1DD7D3A759DCCC3F8FA7F68675C080CB095E4881063A6B850FDD68B8BC","FF856A2D251DCD88D36656F450126798CFABAADE40799C722DE4D2B5DB36A73A","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4ScoAAE","Apple IST CA 6 - G1","001o000000HshExAAJ","GeoTrust Primary Certification Authority - G3","Intermediate Certificate","Revoked","904FB5A437754B1B32B80EBAE7416DB63D05F56A9939720B7C8E3DCC54F6A3D1","B478B812250DF878635C2AA7EC7D155EAA625EE82916E2CD294361886CD1FBD4","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000p4ScpAAE","Apple IST CA 7 - G1","001o000000HshEwAAJ","GeoTrust Primary Certification Authority - G2","Intermediate Certificate","Revoked","17F96609AC6AD0A2D6AB0A21B2D1B5B2946BD04DBF120703D1DEF6FB62F4B661","5EDB7AC43B82A06A8761E8D7BE4979EBF2611F7DD79BF91C1C6B566A219ED766","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","001o000000qRJHFAA4","Apple IST CA 8 - G1","001o000000HshEwAAJ","GeoTrust Primary Certification Authority - G2","Intermediate Certificate","Not Revoked","A4FE7C7F15155F3F0AEF7AAA83CF6E06DEB97CA3F909DF920AC1490882D488ED","5EDB7AC43B82A06A8761E8D7BE4979EBF2611F7DD79BF91C1C6B566A219ED766","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001KtSgQQAV","Apple IST CA 8 - G1","001o000000HshE3AAJ","Baltimore CyberTrust Root","Intermediate Certificate","Not Revoked","5C29DBEA9B7CC8B02418F28C1C8736DFDF170665D098EF681D903BE76987D249","16AF57A9F676B0AB126095AA5EBADEF22AB31119D644AC95CD4B93DBF3F26AEB","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001KtSgzQAF","Apple IST CA 8 - G1","0011J00001BtNZvQAN","DigiCert Global Root G3","Intermediate Certificate","Not Revoked","8711EE539E74213F5F412EB4A18A98C3B58DA620B4D43E75B0542AFC39FC6033","53A5E32ACC5714ED20C7778C655D1EE97EC07156074C8B016E2CFC73E9D2712B","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001LJPmbQAH","Apple IST CA 8 - G1","0011J00001BtNZvQAN","DigiCert Global Root G3","Intermediate Certificate","Not Revoked","9218BAB94E7D5D1F81D62D0FC23E31C8BBCBEE3545D1D7E9D3FD29B30BC188C8","53A5E32ACC5714ED20C7778C655D1EE97EC07156074C8B016E2CFC73E9D2712B","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001KtSdRQAV","Apple Public Client RSA CA 1 - G1","0011J00001FBOajQAH","DigiCert Global Root G2","Intermediate Certificate","Not Revoked","BE13A5D2F5C78F440119D484C710427325EB10CEA9623EF6200CB11B04F650E1","AADADD5A879D2EB8C41A89597291292709D42052F5B6399541C694C3B7353CD1","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001KtSetQAF","Apple Public Client RSA CA 2 - G1","001o000000HshE3AAJ","Baltimore CyberTrust Root","Intermediate Certificate","Not Revoked","32B4B3768CA5A4D80E9DF8D557B7424F80AF5560B1148D05548DC3D76A7ED619","16AF57A9F676B0AB126095AA5EBADEF22AB31119D644AC95CD4B93DBF3F26AEB","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001KtSdqQAF","Apple Public Server ECC CA 1 - G1","0011J00001BtNZvQAN","DigiCert Global Root G3","Intermediate Certificate","Not Revoked","2AF988F26F6EF0DAB9055697F0941FB4E5C42247CA982826895EF29985D30CD6","53A5E32ACC5714ED20C7778C655D1EE97EC07156074C8B016E2CFC73E9D2712B","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001KtSfIQAV","Apple Public Server ECC CA 2 - G1","001o000000HshE3AAJ","Baltimore CyberTrust Root","Intermediate Certificate","Not Revoked","DA8546816D891C1241E9387DE436D1B9F7EA70DBA1EB3D25F58271CE816A7ABC","16AF57A9F676B0AB126095AA5EBADEF22AB31119D644AC95CD4B93DBF3F26AEB","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001KtSeKQAV","Apple Public Server RSA CA 1 - G1","0011J00001FBOajQAH","DigiCert Global Root G2","Intermediate Certificate","Not Revoked","392583543B93B10E0506DE75D69399FCBBC1469C8DE396066C756088B92241DA","AADADD5A879D2EB8C41A89597291292709D42052F5B6399541C694C3B7353CD1","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001KtSfmQAF","Apple Public Server RSA CA 2 - G1","001o000000HshE3AAJ","Baltimore CyberTrust Root","Intermediate Certificate","Not Revoked","F518F0BB716521F0A26FDB40C304FF9B82FBDBE7ACBD46BF0EF23A180188EB5C","16AF57A9F676B0AB126095AA5EBADEF22AB31119D644AC95CD4B93DBF3F26AEB","false","Ernst & Young, LLP","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231565","WebTrust","2019.06.18","2018.04.16","2019.04.15","https://www.cpacanada.ca/generichandlers/aptifyattachmenthandler.ashx?attachmentid=231564","WebTrust","2019.06.18","2018.04.16","2019.04.15","","","","","","","","","","","false","","https://images.apple.com/certificateauthority/pdf/Apple_Public_CA_CPS_v4.2.pdf","2019.06.14","","","","false","Provided by CA","Not Included" 
"DigiCert","0011J00001DZ0QiQAL","Application Service CA","0011J00001DZ0HgQAL","Symantec Japan Class 1 CA","Intermediate Certificate","Not Revoked","2B3188332031E548FE424A7A3ABB47701FA089D9D0EEAE35585CA72974BDA69C","5077797A1815E48287385898618908BD7ED182D03725F03B02F13BFFD6652F6A","true","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","false","Provided by CA","Not Included" 
